,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
630,1980-09-01,-0.3,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
705,1980-10-01,-0.5,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
780,1980-11-01,-0.41,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
855,1980-12-01,-0.4,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
31,1981-01-01,-1.5,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
106,1981-02-01,-1.17,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
181,1981-03-01,-0.55,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
256,1981-04-01,-0.73,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
331,1981-05-01,-0.77,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
406,1981-06-01,-0.63,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
481,1981-07-01,-0.89,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
556,1981-08-01,-1.13,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
631,1981-09-01,-0.79,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
706,1981-10-01,-0.57,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
781,1981-11-01,-0.46,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
856,1981-12-01,-0.18,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
32,1982-01-01,-0.26,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
107,1982-02-01,-0.79,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
182,1982-03-01,-1.29,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
257,1982-04-01,-0.81,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
332,1982-05-01,-0.31,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
407,1982-06-01,0.13,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
482,1982-07-01,0.47,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
557,1982-08-01,0.8,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
632,1982-09-01,1.31,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
707,1982-10-01,1.81,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
782,1982-11-01,3.03,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
857,1982-12-01,3.16,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
33,1983-01-01,2.65,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
108,1983-02-01,2.03,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
183,1983-03-01,2.23,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
258,1983-04-01,3.32,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
333,1983-05-01,3.85,Niño 1+2,Índice Niño 1.2: Anomalías de la TSM promediadas sobre las regiones NINO1 y NINO2 0-10°Sur;90°Oeste-80°Oeste (la mayor parte oriental de los índices de Niña). TSM totales también disponibles para esta región. Calculado a partir del Monthly ERSST V5 (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
